hhid,p10d01,p10d03,p10d04,p10d06,p10e05a
1492,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1493,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1494,si, trabajadores no calificados, construccion,como jornalero o peon,missing
1495,si, agricultores y trab. calificados agropecuarios y pesqueros," transporte, almacenamiento y comunicaciones",trabajador por su cuenta o en su finca,missing
1496,no,missing,missing,missing,missing
1497,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1498,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1499,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1500,no,missing,missing,missing,missing
1501,missing,missing,missing,missing,missing
1502,no,missing,missing,missing,missing
1503,no,missing,missing,missing,missing
1504,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1505,no,missing,missing,missing,missing
1506,no,missing,missing,missing,missing
1507,no,missing,missing,missing,missing
1508,no,missing,missing,missing,missing
1509,no,missing,missing,missing,missing
1510,no,missing,missing,missing,missing
1511,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,missing
1512,no,missing,missing,missing,missing
1513,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1514,no,missing,missing,missing,missing
1515,no,missing,missing,missing,missing
1516,no,missing,missing,missing,missing
1517,no,missing,missing,missing,missing
1518,si, trab. de los servicios y vend. de comercios y mercados, administracion publica y defensa,como empleado u obrero de una empresa privada,missing
1519,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
1520,si, operadores de instalaciones y maquinas y montadores, industria manufacturera,como empleado u obrero de una empresa privada,missing
1521,si, agricultores y trab. calificados agropecuarios y pesqueros," transporte, almacenamiento y comunicaciones",trabajador por su cuenta o en su finca,missing
1522,no,missing,missing,missing,missing
1523,missing,missing,missing,missing,missing
1524,no,missing,missing,missing,missing
1525,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,missing
1526,no,missing,missing,missing,missing
1527,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1528,no,missing,missing,missing,missing
1529,no,missing,missing,missing,missing
1530,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1531,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,missing
1532,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como jornalero o peon,missing
1533,no,missing,missing,missing,missing
1534,si, trabajadores no calificados," servicios de salud, sociales y personales",como ayudante o trabajador familiar sin remuneracion,missing
1535,no,missing,missing,missing,missing
1536,no,missing,missing,missing,missing
1537,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,missing
1538,si," profesionales, cientificos  e  intelectuales", enseÑanza,trabajador por su cuenta o en su finca,missing
1539,no,missing,missing,missing,missing
1540,no,missing,missing,missing,missing
1541,no,missing,missing,missing,missing
1542,no,missing,missing,missing,missing
1543,no,missing,missing,missing,missing
1544,no,missing,missing,missing,missing
1545,no,missing,missing,missing,missing
1546,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1547,no,missing,missing,missing,missing
1548,si, operadores de instalaciones y maquinas y montadores," transporte, almacenamiento y comunicaciones",como empleado u obrero de una empresa privada,missing
1549,si," profesionales, cientificos  e  intelectuales"," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,missing
1550,si," profesionales, cientificos  e  intelectuales", industria manufacturera,como empleado u obrero de una empresa privada,missing
1551,no,missing,missing,missing,missing
1552,no,missing,missing,missing,missing
1553,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,missing
1554,no,missing,missing,missing,missing
1555,no,missing,missing,missing,missing
1556,no,missing,missing,missing,missing
1557,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1558,no,missing,missing,missing,missing
1559,no,missing,missing,missing,missing
1560,no,missing,missing,missing,missing
1561,no,missing,missing,missing,missing
1562,no,missing,missing,missing,missing
1563,no,missing,missing,missing,missing
1564,no,missing,missing,missing,missing
1565,missing,missing,missing,missing,missing
1566,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
1567,no,missing,missing,missing,missing
1568,no,missing,missing,missing,missing
1569,no,missing,missing,missing,no
1570,no,missing,missing,missing,missing
1571,no,missing,missing,missing,missing
1572,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
1573,no,missing,missing,missing,missing
1574,no,missing,missing,missing,missing
1575,no,missing,missing,missing,missing
1576,no,missing,missing,missing,missing
1577,no,missing,missing,missing,missing
1578,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1579,no,missing,missing,missing,missing
1580,no,missing,missing,missing,missing
1581,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1582,no,missing,missing,missing,missing
1583,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1584,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1585,missing,missing,missing,missing,missing
1586,no,missing,missing,missing,missing
1587,no,missing,missing,missing,missing
1588,no,missing,missing,missing,missing
1589,no,missing,missing,missing,missing
1590,si," profesionales, cientificos  e  intelectuales"," servicios de salud, sociales y personales",trabajador por su cuenta o en su finca,missing
1591,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1592,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como empleado u obrero de una empresa privada,missing
1593,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como empleado u obrero de una empresa privada,missing
1594,no,missing,missing,missing,missing
1595,si, operarios y artesanos de artes mecanicas y otros oficios," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,missing
1596,missing,missing,missing,missing,missing
1597,no,missing,missing,missing,missing
1598,missing,missing,missing,missing,missing
1599,no,missing,missing,missing,missing
1600,no,missing,missing,missing,missing
1601,no,missing,missing,missing,missing
1602,no,missing,missing,missing,missing
1603,no,missing,missing,missing,missing
1604,no,missing,missing,missing,missing
1605,no,missing,missing,missing,missing
1606,missing,missing,missing,missing,missing
1607,no,missing,missing,missing,missing
1608,no,missing,missing,missing,missing
1609,no,missing,missing,missing,missing
1610,no,missing,missing,missing,missing
1611,no,missing,missing,missing,missing
1612,no,missing,missing,missing,missing
1613,no,missing,missing,missing,missing
1614,no,missing,missing,missing,missing
1615,no,missing,missing,missing,missing
1616,si, trab. de los servicios y vend. de comercios y mercados, comercio,como dueÑo o patron de empresa o finca o como socio activo,missing
1617,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1618,no,missing,missing,missing,missing
1619,no,missing,missing,missing,missing
1620,no,missing,missing,missing,missing
1621,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1622,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1623,no,missing,missing,missing,missing
1624,no,missing,missing,missing,missing
1625,missing,missing,missing,missing,missing
1626,no,missing,missing,missing,missing
1627,no,missing,missing,missing,missing
1628,no,missing,missing,missing,missing
1629,no,missing,missing,missing,missing
1630,missing,missing,missing,missing,missing
1631,no,missing,missing,missing,missing
1632,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1633,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
1634,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
1635,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
1636,si, trab. de los servicios y vend. de comercios y mercados," servicios de salud, sociales y personales",como empleado de gobierno,missing
1637,no,missing,missing,missing,missing
1638,no,missing,missing,missing,missing
1639,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,missing
1640,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
1641,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
1642,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
1643,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,missing
