hhid,batteries_cooking,batteries_home_business,batteries_household,batteries_other,candles_cooking,candles_home_business,candles_household,candles_other,charcoal_cooking,charcoal_home_business,charcoal_household,charcoal_other,electricity_cooking,electricity_home_business,electricity_household,electricity_other,kerosene_cooking,kerosene_home_business,kerosene_household,kerosene_other,other_energy_cooking,other_energy_home_business,other_energy_household,other_energy_other,propane_gas_cooking,propane_gas_home_business,propane_gas_household,propane_gas_other
5484,si,no,si,missing,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5485,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5486,si,no,si,missing,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5487,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5488,si,no,si,missing,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5489,si,no,si,missing,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5490,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5491,si,no,si,missing,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5492,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5493,si,no,si,missing,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5494,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,no,no,si,missing
5495,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5496,si,no,si,missing,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5497,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5498,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5499,si,no,si,missing,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5500,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5501,si,no,si,missing,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5502,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5503,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5504,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5505,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5506,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5507,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5508,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5509,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5510,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5511,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5512,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5513,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5514,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5515,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5516,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5517,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5518,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5519,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,no,no,si,missing
5520,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5521,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5522,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5523,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5524,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5525,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5526,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5527,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5528,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing
5529,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5530,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
5531,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing
5532,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5533,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5534,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5535,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5536,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,no,no,si,missing
5537,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5538,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5539,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5540,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5541,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5542,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5543,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5544,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5545,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5546,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5547,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
5548,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
